20111107	sbp	wbh	74	59	1
20111107	mbg	eae	77	66	1
20111107	aaq	vab	73	64	1
20111109	mbg	aac	58	68	0
20111109	sbp	laf	78	73	1
20111109	tan	lai	81	59	1
20111109	aaq	dav	67	59	1
20111111	mbi	UNK	62	66	0
20111111	hac	sdy	50	70	0
20111111	aar	mbn	78	72	1
20111111	bas	UNK	86	66	1
20111111	ial	ead	79	72	1
20111111	ban	nay	74	82	0
20111111	qae	fab	60	72	0
20111111	paq	UNK	103	73	1
20111111	uvs	UNK	80	53	1
20111111	hak	lal	89	71	1
20111111	fak	jaa	99	59	1
20111111	rah	rag	83	57	1
20111111	nal	UNK	85	64	1
20111111	xaa	mbq	74	63	1
20111111	kaf	mae	108	58	1
20111111	vae	mbk	106	70	1
20111111	fan	jab	79	67	1
20111111	cbi	UNK	96	54	1
20111111	baz	sby	72	65	1
20111111	iak	UNK	101	68	1
20111111	iai	scy	96	66	1
20111111	sbf	wat	75	50	1
20111111	pal	aca	89	56	1
20111111	nat	nab	84	75	1
20111111	mav	taj	69	58	1
20111111	wad	lau	75	63	1
20111111	lad	laa	79	53	1
20111111	sbl	cbr	79	58	1
20111111	nav	may	67	55	1
20111111	lay	naa	70	78	0
20111111	max	UNK	59	33	1
20111111	pau	naz	96	34	1
20111111	cbp	cbn	70	57	1
20111111	laq	tae	83	48	1
20111111	tag	nae	92	63	1
20111111	eac	UNK	101	45	1
20111111	raa	dag	58	54	1
20111111	had	UNK	76	49	1
20111111	gac	man	64	48	1
20111111	eaf	iaf	68	57	1
20111111	bap	hao	63	48	1
20111111	aap	UNK	90	61	1
20111111	scd	bag	65	60	1
20111111	gad	rad	92	90	1
20111111	rak	dac	62	56	1
20111111	mam	pag	45	59	0
20111111	caa	sbc	75	76	0
20111111	nad	nac	73	57	1
20111111	fau	UNK	75	49	1
20111111	cai	hba	82	68	1
20111111	gab	vab	81	90	0
20111111	cbq	UNK	80	65	1
20111111	vaa	sbo	63	57	1
20111111	raf	aan	66	56	1
20111111	cat	hal	78	69	1
20111111	mbf	nah	60	38	1
20111111	mah	aah	67	49	1
20111111	kab	cax	72	67	1
20111111	scc	can	84	43	1
20111111	sav	UNK	78	49	1
20111111	dad	UNK	111	64	1
20111111	cbg	gal	65	44	1
20111111	oae	iac	78	74	1
20111111	mbh	sap	83	68	1
20111111	gaf	wbi	62	49	1
20111111	oag	tbq	71	39	1
20111111	aas	sec	83	63	1
20111111	tba	aat	65	49	1
20111111	gah	fal	92	59	1
20111111	abb	mal	84	62	1
20111111	ian	cay	96	53	1
20111111	tac	flg	73	72	1
20111111	sbh	UNK	67	48	1
20111111	nax	UNK	81	52	1
20111111	nai	say	65	48	1
20111111	maz	abf	80	71	1
20111111	cao	yaa	69	73	0
20111111	nbe	UNK	87	61	1
20111111	mbd	bau	70	58	1
20111111	aaf	nfl	64	44	1
20111111	wao	sbq	61	72	0
20111111	kaa	tav	100	54	1
20111111	UNK	UNK	94	55	1
20111111	cbt	nas	97	65	1
20111111	lbu	UNK	96	53	1
20111111	lab	aav	65	62	1
20111111	mbv	UNK	76	49	1
20111111	sch	UNK	101	60	1
20111111	sbr	tai	71	37	1
20111111	mak	eat	85	67	1
20111111	taz	aag	72	63	1
20111111	iae	las	67	49	1
20111111	nam	nao	92	40	1
20111111	dal	tbc	91	72	1
20111111	cbm	mbm	64	58	1
20111111	saf	nds	65	73	0
20111111	dau	bab	77	76	1
20111111	wal	oai	78	71	1
20111111	jae	UNK	87	64	1
20111111	maf	mbs	91	37	1
20111111	tap	tak	64	73	0
20111111	oad	wbj	73	42	1
20111111	uaf	baw	69	62	1
20111111	tas	taw	90	85	1
20111111	sax	UNK	70	53	1
20111111	dak	pbe	69	61	1
20111111	bal	UNK	95	44	1
20111111	aab	aax	87	71	1
20111111	vac	oaj	78	64	1
20111111	far	iag	55	47	1
20111111	cbl	UNK	85	57	1
20111111	bae	tar	77	57	1
20111111	wai	UNK	109	50	1
20111111	cau	UNK	72	48	1
20111111	sbt	UNK	98	58	1
20111111	sah	UNK	74	48	1
20111111	naj	UNK	83	66	1
20111111	sca	cdm	91	52	1
20111111	nak	scg	46	68	0
20111111	fat	UNK	118	68	1
20111111	uaa	lat	58	69	0
20111111	sae	bry	75	63	1
20111111	cah	cab	77	56	1
20111111	saa	UNK	70	56	1
20111111	gaj	eai	77	69	1
20111111	uad	nbb	66	59	1
20111111	scf	nbc	83	66	1
20111111	vai	cbv	103	100	1
20111111	dam	UNK	95	57	1
20111111	lai	UNK	81	58	1
20111112	gae	saj	83	54	1
20111112	lav	UNK	96	74	1
20111112	sbb	UNK	76	41	1
20111112	wbg	kns	85	31	1
20111112	sds	wap	82	76	1
20111112	mab	ncf	62	48	1
20111112	vah	eaa	64	53	1
20111112	mbg	sbe	80	65	1
20111112	nbf	mbe	80	67	1
20111112	pas	faa	72	61	1
20111112	iao	laf	86	77	1
20111112	dae	wan	87	58	1
20111112	wbd	UNK	71	65	1
20111112	pan	fav	70	65	1
20111112	maq	UNK	66	57	1
20111112	ear	bav	80	77	1
20111112	sci	fao	78	53	1
20111112	nci	UNK	93	62	1
20111112	way	eae	59	71	0
20111112	paf	hac	70	55	1
20111112	dau	paq	96	55	1
20111112	oak	ccm	86	62	1
20111112	cag	sag	79	52	1
20111112	cap	UNK	74	61	1
20111112	waf	gag	91	74	1
20111112	par	wac	57	73	0
20111112	lan	iaa	69	61	1
20111112	hay	wbh	73	58	1
20111112	caq	UNK	65	60	1
20111112	hbd	UNK	95	52	1
20111112	cbi	UNK	104	61	1
20111112	aac	UNK	95	65	1
20111112	sao	sbn	75	71	1
20111112	bai	cbk	74	78	0
20111112	raa	UNK	79	50	1
20111112	oah	nba	46	63	0
20111112	sbg	vad	61	59	1
20111112	caa	bry	63	70	0
20111112	sac	yab	69	76	0
20111112	ham	gak	88	42	1
20111112	rae	nao	83	49	1
20111112	dar	UNK	83	58	1
20111112	sbi	UNK	63	64	0
20111112	sab	UNK	76	42	1
20111112	aax	cbv	72	83	0
20111112	saf	nbc	69	50	1
20111112	nbh	nan	75	89	0
20111112	wbk	UNK	78	39	1
20111112	pah	UNK	59	50	1
20111112	sae	sbc	70	37	1
20111112	aab	vai	75	65	1
20111112	nds	scf	78	58	1
20111112	dah	UNK	86	65	1
20111113	dav	UNK	84	66	1
20111113	vac	cbh	58	71	0
20111113	sbp	mam	82	59	1
20111113	vaf	sax	75	38	1
20111113	scy	UNK	93	39	1
20111113	oab	tae	74	65	1
20111113	tba	sam	67	52	1
20111113	sbc	bry	95	78	1
20111113	wbj	UNK	80	56	1
20111113	aat	nbe	72	66	1
20111113	cbt	cay	95	61	1
20111113	nac	UNK	115	41	1
20111113	jac	caj	82	73	1
20111113	nab	nav	75	91	0
20111113	lap	UNK	92	70	1
20111113	laq	lab	68	48	1
20111113	tan	sbh	83	58	1
20111113	nbc	nds	58	70	0
20111113	mah	jae	58	44	1
20111113	wax	cax	85	57	1
20111113	saa	cdm	75	54	1
20111113	lay	UNK	91	73	1
20111113	iai	cdc	78	53	1
20111113	baq	mbi	68	58	1
20111113	pao	UNK	63	48	1
20111113	wbi	UNK	70	55	1
20111113	taw	UNK	116	63	1
20111113	pan	gag	66	61	1
20111113	pal	rag	86	78	1
20111113	nat	mbp	91	61	1
20111113	lat	maz	51	58	0
20111113	sae	caa	89	74	1
20111113	aaq	baa	73	63	1
20111113	gaf	bap	63	54	1
20111113	saf	scf	71	70	1
20111113	bae	jaa	92	59	1
20111113	tal	ban	82	46	1
20111113	cbc	aah	65	40	1
20111113	nbd	tbc	60	36	1
20111113	pab	UNK	75	63	1
20111113	waf	fav	77	71	1
20111113	maj	nag	71	62	1
20111113	lbu	gal	71	74	0
20111113	mbn	UNK	111	61	1
20111113	cah	gac	81	54	1
20111113	naa	UNK	88	54	1
20111113	tap	cau	52	41	1
20111114	aca	bas	77	68	1
20111114	mbq	mbv	69	80	0
20111114	mak	nay	83	67	1
20111114	gag	fav	77	84	0
20111114	wbh	lai	72	75	0
20111114	man	aan	64	62	1
20111114	gah	dah	70	52	1
20111114	bam	nal	67	64	1
20111114	sbg	mae	81	67	1
20111114	paf	raa	62	46	1
20111114	cai	eac	76	74	1
20111114	sbo	laa	81	84	0
20111114	pag	tad	67	73	0
20111114	naq	cao	102	93	1
20111114	fal	scd	60	78	0
20111114	paq	eae	78	50	1
20111114	fan	cap	73	50	1
20111114	sec	UNK	91	66	1
20111114	cbn	fau	58	62	0
20111114	vah	mbk	91	46	1
20111114	maa	UNK	113	49	1
20111114	sci	mab	92	56	1
20111114	nfl	saj	62	57	1
20111114	maf	ncb	99	68	1
20111114	hao	UNK	83	63	1
20111114	gae	nae	86	45	1
