2005-11-08,sbo,cbr,54,75,False
2005-11-08,sci,bag,68,37,True
2005-11-09,aca,oaa,90,73,True
2005-11-09,fak,sby,80,51,True
2005-11-09,sbo,bag,52,63,False
2005-11-09,sci,cbr,67,62,True
2005-11-10,fak,aca,83,64,True
2005-11-10,gad,cab,79,56,True
2005-11-10,oaa,sby,72,69,True
2005-11-10,pan,gab,75,89,False
2005-11-10,tas,sag,88,54,True
2005-11-10,vah,raa,80,50,True
2005-11-10,wad,mbe,78,64,True
2005-11-10,wat,bap,56,50,True
2005-11-11,pan,sag,53,82,False
2005-11-11,tas,gab,74,61,True
2005-11-11,cab,mbe,94,40,True
2005-11-11,wad,gad,83,78,True
2005-11-12,vah,bap,71,72,False
2005-11-12,wal,nah,88,69,True
2005-11-12,wat,raa,56,69,False
2005-11-12,wbi,faa,73,62,True
2005-11-13,bap,raa,63,81,False
2005-11-13,bav,nag,59,75,False
2005-11-13,cbq,nad,65,82,False
2005-11-13,faa,nah,74,58,True
2005-11-13,kaf,sds,71,54,True
2005-11-13,laf,nbd,59,61,False
2005-11-13,nae,wbb,48,71,False
2005-11-13,nbc,aab,49,62,False
2005-11-13,nbh,lbu,60,72,False
2005-11-13,tao,mav,65,76,False
2005-11-13,vah,wat,54,40,True
2005-11-13,waf,mbq,118,51,True
2005-11-13,wal,wbi,61,41,True
2005-11-13,wbk,aah,69,54,True
2005-11-14,aab,mav,57,53,True
2005-11-14,bav,aah,70,61,True
2005-11-14,nad,nbd,47,61,False
2005-11-14,cbq,laf,64,65,False
2005-11-14,dau,ban,64,47,True
2005-11-14,ian,man,86,41,True
2005-11-14,kaf,lbu,67,49,True
2005-11-14,mbh,sab,77,80,False
2005-11-14,mbq,nae,49,62,False
2005-11-14,nbc,tao,59,68,False
2005-11-14,nbh,sds,59,61,False
2005-11-14,par,dat,41,54,False
2005-11-14,sao,mab,66,52,True
2005-11-14,uvs,cbk,42,55,False
2005-11-14,waf,wbb,87,54,True
2005-11-14,wbk,nag,59,62,False
2005-11-15,aaf,maw,64,58,True
2005-11-15,aah,cbq,68,67,True
2005-11-15,bav,laf,66,41,True
2005-11-15,gak,UNK,88,70,True
2005-11-15,wbb,mav,54,80,False
2005-11-15,ian,cbk,73,51,True
2005-11-15,map,wbd,79,52,True
2005-11-15,nbc,mbq,71,51,True
2005-11-15,nbd,nag,48,56,False
2005-11-15,sac,saa,52,49,True
2005-11-15,tad,aax,69,37,True
2005-11-15,tal,sbh,89,56,True
2005-11-15,tao,nae,49,61,False
2005-11-15,uaa,nan,83,70,True
2005-11-15,uvs,man,72,75,False
2005-11-15,waf,aab,85,74,True
2005-11-15,wbk,nad,87,78,True
2005-11-16,dau,sao,93,40,True
2005-11-16,saa,sbh,67,64,True
2005-11-16,tal,sac,77,33,True
2005-11-17,aaf,map,76,87,False
2005-11-17,UNK,sae,55,67,False
2005-11-17,dat,sab,72,61,True
2005-11-17,mbn,iaf,64,69,False
2005-11-17,tas,sci,46,81,False
2005-11-17,uaa,tad,54,47,True
2005-11-17,wad,fak,72,77,False
2005-11-18,aap,aat,75,65,True
2005-11-18,aas,pbe,107,69,True
2005-11-18,aav,UNK,85,56,True
2005-11-18,aax,UNK,76,37,True
2005-11-18,bai,naq,56,71,False
2005-11-18,bal,mbm,90,69,True
2005-11-18,bam,dac,80,61,True
2005-11-18,baw,lat,71,83,False
2005-11-18,baz,caj,81,76,True
2005-11-18,cag,UNK,71,67,True
2005-11-18,cai,sad,81,90,False
2005-11-18,can,UNK,84,73,True
2005-11-18,cao,UNK,76,67,True
2005-11-18,cat,cax,77,82,False
2005-11-18,cbg,bag,84,55,True
2005-11-18,cbk,fav,78,74,True
2005-11-18,cbl,nag,73,54,True
2005-11-18,cbn,nal,64,61,True
2005-11-18,dae,taj,81,60,True
2005-11-18,dag,cbv,77,57,True
2005-11-18,dam,UNK,80,61,True
2005-11-18,eac,nas,86,75,True
2005-11-18,eaf,cah,67,65,True
2005-11-18,eat,UNK,78,42,True
2005-11-18,ear,mah,91,81,True
2005-11-18,fak,sci,75,70,True
2005-11-18,fau,UNK,100,58,True
2005-11-18,gah,nab,80,52,True
2005-11-18,gaj,iaa,69,60,True
2005-11-18,hal,hbd,85,73,True
2005-11-18,iae,sds,90,65,True
